id,method,name,folder,ontology,domain,problem,reasoning_time,planning_time,total_time,plan_length,analyzed_states,ontology_axioms,hooks,fluents,repairs
261,om_planning,queens5-2,../examples/queens/5-2,queens5-2.ttl,queens.pddl,problem5-2.pddl,51.734875782,0.463935573,52.234012814,1,23,143,675,25,
263,om_planning,queens5-3,../examples/queens/5-3,queens5-3.ttl,queens.pddl,problem5-3.pddl,51.330316633,0.453576623,51.818778109,1,35,143,675,25,
265,om_planning,queens5-4,../examples/queens/5-4,queens5-4.ttl,queens.pddl,problem5-4.pddl,52.716534204,0.471126592,53.217123117,1,47,143,675,25,
267,om_planning,queens5-5,../examples/queens/5-5,queens5-5.ttl,queens.pddl,problem5-5.pddl,50.984989535,0.479543852,51.494965117,2,157,143,675,25,
269,om_planning,queens6-2,../examples/queens/6-2,queens6-2.ttl,queens.pddl,problem6-2.pddl,99.663281313,0.807627499,100.502953045,1,35,203,1368,36,
271,om_planning,queens6-3,../examples/queens/6-3,queens6-3.ttl,queens.pddl,problem6-3.pddl,97.770145842,0.796114996,98.601032331,1,50,203,1368,36,
273,om_planning,queens6-4,../examples/queens/6-4,queens6-4.ttl,queens.pddl,problem6-4.pddl,99.47358553,0.896009686,100.400064428,2,160,203,1368,36,
275,om_planning,queens6-5,../examples/queens/6-5,queens6-5.ttl,queens.pddl,problem6-5.pddl,98.794436374,0.778819823,99.603768656,2,1550,203,1368,36,
277,om_planning,queens6-6,../examples/queens/6-6,queens6-6.ttl,queens.pddl,problem6-6.pddl,98.69260408,8.12627645,106.850279067,4,105578,203,1368,36,
279,om_planning,queens7-3,../examples/queens/7-3,queens7-3.ttl,queens.pddl,problem7-3.pddl,173.846951788,1.445863877,175.332687874,1,53,275,2499,49,
281,om_planning,queens7-4,../examples/queens/7-4,queens7-4.ttl,queens.pddl,problem7-4.pddl,173.311434999,1.434941575,174.780521483,1,79,275,2499,49,
283,om_planning,queens7-5,../examples/queens/7-5,queens7-5.ttl,queens.pddl,problem7-5.pddl,175.082367867,1.4605374,176.579939718,1,97,275,2499,49,
285,om_planning,queens7-6,../examples/queens/7-6,queens7-6.ttl,queens.pddl,problem7-6.pddl,173.076612769,8.873077895,181.988513735,4,93680,275,2499,49,
287,om_planning,queens7-7,../examples/queens/7-7,queens7-7.ttl,queens.pddl,problem7-7.pddl,174.474005765,862.903365005,1037.411376448,5,4349277,275,2499,49,
289,om_planning,queens8-4,../examples/queens/8-4,queens8-4.ttl,queens.pddl,problem8-4.pddl,294.986100815,2.427306472,297.455522193,1,93,359,4224,64,
291,om_planning,queens8-5,../examples/queens/8-5,queens8-5.ttl,queens.pddl,problem8-5.pddl,288.034452648,2.339986565,290.417165091,2,1977,359,4224,64,
293,om_planning,queens8-6,../examples/queens/8-6,queens8-6.ttl,queens.pddl,problem8-6.pddl,289.143793444,14.443986208,303.628351593,3,135148,359,4224,64,
295,om_planning,queens8-7,../examples/queens/8-7,queens8-7.ttl,queens.pddl,problem8-7.pddl,288.808040393,53.798149358,342.646242522,4,491116,359,4224,64,
297,om_planning,queens8-8,../examples/queens/8-8,queens8-8.ttl,queens.pddl,problem8-8.pddl,288.048756254, >1512, -,-,-,359,4224,64,
299,om_planning,queens9-5,../examples/queens/9-5,queens9-5.ttl,queens.pddl,problem9-5.pddl,462.433261013,3.912881962,466.392153394,1,127,455,6723,81,
301,om_planning,queens9-6,../examples/queens/9-6,queens9-6.ttl,queens.pddl,problem9-6.pddl,461.490333255,5.637591388,467.171238765,3,17693,455,6723,81,
303,om_planning,queens9-7,../examples/queens/9-7,queens9-7.ttl,queens.pddl,problem9-7.pddl,457.158206281,49.340271168,506.544467546,3,378825,455,6723,81,
305,om_planning,queens9-8,../examples/queens/9-8,queens9-8.ttl,queens.pddl,problem9-8.pddl,465.205708482, >1335, -,-,-,455,6723,81,
307,om_planning,queens9-9,../examples/queens/9-9,queens9-9.ttl,queens.pddl,problem9-9.pddl,463.738118401, >1337, -,-,-,455,6723,81,
309,om_planning,queens10-6,../examples/queens/10-6,queens10-6.ttl,queens.pddl,problem10-6.pddl,726.115552667,15.407537296,741.572542534,3,68032,563,10200,100,
311,om_planning,queens10-7,../examples/queens/10-7,queens10-7.ttl,queens.pddl,problem10-7.pddl,728.691614288,6.27145965,735.011460833,2,2821,563,10200,100,
313,om_planning,queens10-8,../examples/queens/10-8,queens10-8.ttl,queens.pddl,problem10-8.pddl,720.038238842,50.42263836,770.512124868,3,332755,563,10200,100,
315,om_planning,queens10-9,../examples/queens/10-9,queens10-9.ttl,queens.pddl,problem10-9.pddl,721.790498426, >1079, -,-,-,563,10200,100,
317,om_planning,queens10-10,../examples/queens/10-10,queens10-10.ttl,queens.pddl,problem10-10.pddl,721.589700685, >1079, -,-,-,563,10200,100,
359,om_planning,robotConj3,../examples/robotConj/3,TTL3.owl,robotDomain3.pddl,robotProblem3.pddl,16.72185478,0.173891102,16.939787324,3,15,60,20,20,
361,om_planning,robotConj4,../examples/robotConj/4,TTL4.owl,robotDomain4.pddl,robotProblem4.pddl,35.135383925,0.181704256,35.359549101,5,68,80,26,26,
363,om_planning,robotConj5,../examples/robotConj/5,TTL5.owl,robotDomain5.pddl,robotProblem5.pddl,75.044002539,0.169958234,75.257364638, no plan,1,100,32,32,
365,om_planning,robotConj6,../examples/robotConj/6,TTL6.owl,robotDomain6.pddl,robotProblem6.pddl,212.815911829,0.165959297,213.032805272, no plan,1,120,38,38,
367,om_planning,robotConj7,../examples/robotConj/7,TTL7.owl,robotDomain7.pddl,robotProblem7.pddl, >1800, -, -,-,-,140,44,44,
369,om_planning,robotConj8,../examples/robotConj/8,TTL8.owl,robotDomain8.pddl,robotProblem8.pddl, >1800, -, -,-,-,160,50,50,
371,om_planning,robotConj9,../examples/robotConj/9,TTL9.owl,robotDomain9.pddl,robotProblem9.pddl, >1800, -, -,-,-,180,56,56,
373,om_planning,robotConj10,../examples/robotConj/10,TTL10.owl,robotDomain10.pddl,robotProblem10.pddl, >1800, -, -,-,-,200,62,62,
375,om_planning,robotConj11,../examples/robotConj/11,TTL11.owl,robotDomain11.pddl,robotProblem11.pddl, >1800, -, -,-,-,220,68,68,
377,om_planning,robotConj12,../examples/robotConj/12,TTL12.owl,robotDomain12.pddl,robotProblem12.pddl, >1800, -, -,-,-,240,74,74,
379,om_planning,robotConj13,../examples/robotConj/13,TTL13.owl,robotDomain13.pddl,robotProblem13.pddl, >1800, -, -,-,-,260,80,80,
381,om_planning,robotConj14,../examples/robotConj/14,TTL14.owl,robotDomain14.pddl,robotProblem14.pddl, >1800, -, -,-,-,280,86,86,
383,om_planning,robotConj15,../examples/robotConj/15,TTL15.owl,robotDomain15.pddl,robotProblem15.pddl, >1800, -, -,-,-,300,92,92,
385,om_planning,robotConj16,../examples/robotConj/16,TTL16.owl,robotDomain16.pddl,robotProblem16.pddl, >1800, -, -,-,-,320,98,98,
387,om_planning,robotConj17,../examples/robotConj/17,TTL17.owl,robotDomain17.pddl,robotProblem17.pddl, >1800, -, -,-,-,340,104,104,
389,om_planning,robotConj18,../examples/robotConj/18,TTL18.owl,robotDomain18.pddl,robotProblem18.pddl, >1800, -, -,-,-,360,110,110,
391,om_planning,robotConj19,../examples/robotConj/19,TTL19.owl,robotDomain19.pddl,robotProblem19.pddl, >1800, -, -,-,-,380,116,116,
393,om_planning,robotConj20,../examples/robotConj/20,TTL20.owl,robotDomain20.pddl,robotProblem20.pddl, >1800, -, -,-,-,400,122,122,
395,om_planning,robotConj21,../examples/robotConj/21,TTL21.owl,robotDomain21.pddl,robotProblem21.pddl, >1800, -, -,-,-,420,128,128,
397,om_planning,robotConj22,../examples/robotConj/22,TTL22.owl,robotDomain22.pddl,robotProblem22.pddl, >1800, -, -,-,-,440,134,134,
399,om_planning,blocksworld4-0,../examples/blocksworld/4-0,blocks.ttl,blocks.pddl,blocksProblem4-0.pddl,6.206413035,0.188439671,6.428284445,6,501,15,1,4,
400,om_planning,blocksworld4-1,../examples/blocksworld/4-1,blocks.ttl,blocks.pddl,blocksProblem4-1.pddl,5.594906265,0.180025815,5.802401108,8,556,15,1,4,
401,om_planning,blocksworld4-2,../examples/blocksworld/4-2,blocks.ttl,blocks.pddl,blocksProblem4-2.pddl,4.912035125,0.16896499,5.117508107,6,535,15,1,4,
402,om_planning,blocksworld5-0,../examples/blocksworld/5-0,blocks.ttl,blocks.pddl,blocksProblem5-0.pddl,5.524093895,0.219359061,5.776518907,10,11638,17,1,5,
403,om_planning,blocksworld5-1,../examples/blocksworld/5-1,blocks.ttl,blocks.pddl,blocksProblem5-1.pddl,5.213837364,0.190628763,5.433966837,8,5646,17,1,5,
404,om_planning,blocksworld5-2,../examples/blocksworld/5-2,blocks.ttl,blocks.pddl,blocksProblem5-2.pddl,5.346852361,0.890540166,6.265083439,14,229596,17,1,5,
405,om_planning,blocksworld6-0,../examples/blocksworld/6-0,blocks.ttl,blocks.pddl,blocksProblem6-0.pddl,5.989433904,1.753732835,7.771230822,12,373468,19,1,6,
406,om_planning,blocksworld6-1,../examples/blocksworld/6-1,blocks.ttl,blocks.pddl,blocksProblem6-1.pddl,5.950429998,1.60366039,7.585705414,10,414506,19,1,6,
407,om_planning,blocksworld6-2,../examples/blocksworld/6-2,blocks.ttl,blocks.pddl,blocksProblem6-2.pddl,5.885116763,3.236530933,9.153467072,14,846770,19,1,6,
408,om_planning,blocksworld7-0,../examples/blocksworld/7-0,blocks.ttl,blocks.pddl,blocksProblem7-0.pddl,6.437917188,171.674138258,178.146691426,17,36450217,21,1,7,
409,om_planning,blocksworld7-1,../examples/blocksworld/7-1,blocks.ttl,blocks.pddl,blocksProblem7-1.pddl,6.079851858,492.733043299,498.847986707,16,108824509,21,1,7,
410,om_planning,blocksworld7-2,../examples/blocksworld/7-2,blocks.ttl,blocks.pddl,blocksProblem7-2.pddl,6.651059425,117.061895269,123.74595197,15,25344189,21,1,7,
411,om_planning,blocksworld8-0,../examples/blocksworld/8-0,blocks.ttl,blocks.pddl,blocksProblem8-0.pddl,6.46171492,517.091436171,523.58237764,14,100161737,23,1,8,
412,om_planning,blocksworld8-1,../examples/blocksworld/8-1,blocks.ttl,blocks.pddl,blocksProblem8-1.pddl,6.546917323,ERROR, -,-,-,23,1,8,
413,om_planning,blocksworld8-2,../examples/blocksworld/8-2,blocks.ttl,blocks.pddl,blocksProblem8-2.pddl,9.216156456,1643.083835502,1652.359066308,14,339294107,23,1,8,
414,om_planning,blocksworld9-0,../examples/blocksworld/9-0,blocks.ttl,blocks.pddl,blocksProblem9-0.pddl,7.783884657,ERROR, -,-,-,25,1,9,
415,om_planning,blocksworld9-1,../examples/blocksworld/9-1,blocks.ttl,blocks.pddl,blocksProblem9-1.pddl,8.226915061, >1792, -,-,-,25,1,9,
416,om_planning,blocksworld9-2,../examples/blocksworld/9-2,blocks.ttl,blocks.pddl,blocksProblem9-2.pddl,7.08777809, >1793, -,-,-,25,1,9,
417,om_planning,blocksworld10-0,../examples/blocksworld/10-0,blocks.ttl,blocks.pddl,blocksProblem10-0.pddl,7.354338444, >1793, -,-,-,27,1,10,
418,om_planning,blocksworld10-1,../examples/blocksworld/10-1,blocks.ttl,blocks.pddl,blocksProblem10-1.pddl,8.975596463,ERROR, -,-,-,27,1,10,
419,om_planning,blocksworld10-2,../examples/blocksworld/10-2,blocks.ttl,blocks.pddl,blocksProblem10-2.pddl,8.942007739, >1792, -,-,-,27,1,10,
420,om_planning,pipesA-4,../examples/pipes/A-4,pipesA-4.ttl,pipes.pddl,pipesProblemA-4.pddl,6.334537703,0.17434317,6.556100681, no plan,192,163,16,33,
422,om_planning,pipesA-5,../examples/pipes/A-5,pipesA-5.ttl,pipes.pddl,pipesProblemA-5.pddl,11.220486216,0.482760706,11.739956473,20,72689,225,28,54,
424,om_planning,pipesA-6,../examples/pipes/A-6,pipesA-6.ttl,pipes.pddl,pipesProblemA-6.pddl,18.368650242,3.567030636,21.972972525,21,602413,288,45,76,
426,om_planning,pipesA-7,../examples/pipes/A-7,pipesA-7.ttl,pipes.pddl,pipesProblemA-7.pddl,20.228008674,6.779364943,27.043181535,21,1179859,353,59,104,
428,om_planning,pipesA-8,../examples/pipes/A-8,pipesA-8.ttl,pipes.pddl,pipesProblemA-8.pddl,32.816310097,45.603694461,78.460660463,21,7548522,434,74,134,
430,om_planning,pipesA-9,../examples/pipes/A-9,pipesA-9.ttl,pipes.pddl,pipesProblemA-9.pddl,56.748525077,122.933762118,179.725693951,21,17297553,535,92,169,
432,om_planning,pipesA-10,../examples/pipes/A-10,pipesA-10.ttl,pipes.pddl,pipesProblemA-10.pddl,67.974873732,157.648053816,225.669526631,21,23658273,623,111,207,
434,om_planning,pipesB-4,../examples/pipes/B-4,pipesB-4.ttl,pipes.pddl,pipesProblemB-4.pddl,8.489340929,0.195876744,8.724062626,11,447,161,20,33,
436,om_planning,pipesB-5,../examples/pipes/B-5,pipesB-5.ttl,pipes.pddl,pipesProblemB-5.pddl,9.266581408,0.188954195,9.487606761,13,1471,209,29,53,
438,om_planning,pipesB-6,../examples/pipes/B-6,pipesB-6.ttl,pipes.pddl,pipesProblemB-6.pddl,12.083302235,0.254694674,12.385598816,14,6673,271,41,75,
440,om_planning,pipesB-7,../examples/pipes/B-7,pipesB-7.ttl,pipes.pddl,pipesProblemB-7.pddl,17.93932762,163.651856181,181.625629101,32,22688859,357,54,103,
442,om_planning,pipesB-8,../examples/pipes/B-8,pipesB-8.ttl,pipes.pddl,pipesProblemB-8.pddl,23.878337852,1472.838849167,1496.760024119,33,176768579,442,71,133,
444,om_planning,pipesB-9,../examples/pipes/B-9,pipesB-9.ttl,pipes.pddl,pipesProblemB-9.pddl,80.580530691, >1720, -,-,-,537,88,168,
446,om_planning,pipesB-10,../examples/pipes/B-10,pipesB-10.ttl,pipes.pddl,pipesProblemB-10.pddl,102.622276333, >1698, -,-,-,619,110,206,
448,om_planning,pipesC-4,../examples/pipes/C-4,pipesC-4.ttl,pipes.pddl,pipesProblemC-4.pddl,6.167738523,0.188488514,6.39634834,12,213,152,16,34,
450,om_planning,pipesC-5,../examples/pipes/C-5,pipesC-5.ttl,pipes.pddl,pipesProblemC-5.pddl,8.083170894,0.191577091,8.309406307,15,2250,209,26,52,
452,om_planning,pipesC-6,../examples/pipes/C-6,pipesC-6.ttl,pipes.pddl,pipesProblemC-6.pddl,10.670448084,0.320647946,11.02573651, no plan,16384,269,37,75,
454,om_planning,pipesC-7,../examples/pipes/C-7,pipesC-7.ttl,pipes.pddl,pipesProblemC-7.pddl,14.790211684,0.430689081,15.262334029, no plan,40960,331,50,102,
456,om_planning,pipesC-8,../examples/pipes/C-8,pipesC-8.ttl,pipes.pddl,pipesProblemC-8.pddl,15.269339195,1.319850034,16.62879915, no plan,229376,399,65,132,
458,om_planning,pipesC-9,../examples/pipes/C-9,pipesC-9.ttl,pipes.pddl,pipesProblemC-9.pddl,23.889212453,2.971911428,26.906928702, no plan,581632,479,82,166,
460,om_planning,pipesC-10,../examples/pipes/C-10,pipesC-10.ttl,pipes.pddl,pipesProblemC-10.pddl,27.02786474,9.203008185,36.2808636,34,1689493,560,101,204,
