id,method,name,folder,ontology,domain,problem,reasoning_time,planning_time,total_time,plan_length,analyzed_states,ontology_axioms,hooks,fluents,repairs
267,om_planning,queens5-5,../examples/queens/5-5,queens5-5.ttl,queens.pddl,problem5-5.pddl,14.713899665,0.429380708,15.178929209,2,157,143,675,25,
268,horn_planning,queens5-5,../examples/horn_dl_benchmarks/queens/original,TTL.owl,domain.pddl,problem5-5.pddl,0.924873161,1.351855958,2.29056635,2,729,-,-,-,-
269,om_planning,queens6-2,../examples/queens/6-2,queens6-2.ttl,queens.pddl,problem6-2.pddl,26.276486494,0.772422406,27.097836564,1,35,203,1368,36,
270,horn_planning,queens6-2,../examples/horn_dl_benchmarks/queens/original,TTL.owl,domain.pddl,problem6-2.pddl,0.865347243,2.392905924,3.27240895,1,35,-,-,-,-
271,om_planning,queens6-3,../examples/queens/6-3,queens6-3.ttl,queens.pddl,problem6-3.pddl,26.515495308,0.762530374,27.317659162,1,50,203,1368,36,
272,horn_planning,queens6-3,../examples/horn_dl_benchmarks/queens/original,TTL.owl,domain.pddl,problem6-3.pddl,0.877712166,2.503367698,3.394621336,1,50,-,-,-,-
273,om_planning,queens6-4,../examples/queens/6-4,queens6-4.ttl,queens.pddl,problem6-4.pddl,26.044957891,0.718568398,26.806706197,2,160,203,1368,36,
274,horn_planning,queens6-4,../examples/horn_dl_benchmarks/queens/original,TTL.owl,domain.pddl,problem6-4.pddl,0.87660079,2.492841832,3.381506779,2,201,-,-,-,-
275,om_planning,queens6-5,../examples/queens/6-5,queens6-5.ttl,queens.pddl,problem6-5.pddl,26.997379993,0.863636839,27.903100851,2,1550,203,1368,36,
276,horn_planning,queens6-5,../examples/horn_dl_benchmarks/queens/original,TTL.owl,domain.pddl,problem6-5.pddl,0.909842828,2.775515894,3.697960518,2,521,-,-,-,-
277,om_planning,queens6-6,../examples/queens/6-6,queens6-6.ttl,queens.pddl,problem6-6.pddl,27.339915922,7.87374195,35.253850932,4,105578,203,1368,36,
278,horn_planning,queens6-6,../examples/horn_dl_benchmarks/queens/original,TTL.owl,domain.pddl,problem6-6.pddl,0.899062037,217.245219352,218.158775988,4,168710,-,-,-,-
279,om_planning,queens7-3,../examples/queens/7-3,queens7-3.ttl,queens.pddl,problem7-3.pddl,52.841845237,1.395097144,54.291709647,1,53,275,2499,49,
280,horn_planning,queens7-3,../examples/horn_dl_benchmarks/queens/original,TTL.owl,domain.pddl,problem7-3.pddl,0.969874361,5.059835867,6.045421177,1,53,-,-,-,-
281,om_planning,queens7-4,../examples/queens/7-4,queens7-4.ttl,queens.pddl,problem7-4.pddl,50.369722114,1.343693743,51.765780234,1,79,275,2499,49,
282,horn_planning,queens7-4,../examples/horn_dl_benchmarks/queens/original,TTL.owl,domain.pddl,problem7-4.pddl,0.914145763,5.114733406,6.041548499,1,79,-,-,-,-
283,om_planning,queens7-5,../examples/queens/7-5,queens7-5.ttl,queens.pddl,problem7-5.pddl,49.587292383,1.333832011,50.97497671,1,97,275,2499,49,
284,horn_planning,queens7-5,../examples/horn_dl_benchmarks/queens/original,TTL.owl,domain.pddl,problem7-5.pddl,0.923958389,4.923293208,5.860563098,1,97,-,-,-,-
285,om_planning,queens7-6,../examples/queens/7-6,queens7-6.ttl,queens.pddl,problem7-6.pddl,49.410835188,8.8511234,58.312133915,4,93680,275,2499,49,
286,horn_planning,queens7-6,../examples/horn_dl_benchmarks/queens/original,TTL.owl,domain.pddl,problem7-6.pddl,0.97361705,327.433727218,328.420831688,4,163091,-,-,-,-
287,om_planning,queens7-7,../examples/queens/7-7,queens7-7.ttl,queens.pddl,problem7-7.pddl,50.417148564,840.124802774,890.596656239,5,4349277,275,2499,49,
288,horn_planning,queens7-7,../examples/horn_dl_benchmarks/queens/original,TTL.owl,domain.pddl,problem7-7.pddl,0.96018741, >1800, -,-,-,-,-,-,-
289,om_planning,queens8-4,../examples/queens/8-4,queens8-4.ttl,queens.pddl,problem8-4.pddl,93.200639015,2.397213663,95.66764668,1,93,359,4224,64,
290,horn_planning,queens8-4,../examples/horn_dl_benchmarks/queens/original,TTL.owl,domain.pddl,problem8-4.pddl,0.908205656,8.587546019,9.508973353,1,93,-,-,-,-
291,om_planning,queens8-5,../examples/queens/8-5,queens8-5.ttl,queens.pddl,problem8-5.pddl,94.632373795,2.32366596,97.020927349,2,1977,359,4224,64,
292,horn_planning,queens8-5,../examples/horn_dl_benchmarks/queens/original,TTL.owl,domain.pddl,problem8-5.pddl,0.964663508,9.187053226,10.164107462,2,750,-,-,-,-
293,om_planning,queens8-6,../examples/queens/8-6,queens8-6.ttl,queens.pddl,problem8-6.pddl,93.459530818,13.927927501,107.459867969,3,135148,359,4224,64,
294,horn_planning,queens8-6,../examples/horn_dl_benchmarks/queens/original,TTL.owl,domain.pddl,problem8-6.pddl,0.890112799,22.650537757,23.555368166,3,10272,-,-,-,-
295,om_planning,queens8-7,../examples/queens/8-7,queens8-7.ttl,queens.pddl,problem8-7.pddl,95.219704832,51.776119064,147.055280559,4,491116,359,4224,64,
296,horn_planning,queens8-7,../examples/horn_dl_benchmarks/queens/original,TTL.owl,domain.pddl,problem8-7.pddl,0.954676974, >1800, -,-,-,-,-,-,-
297,om_planning,queens8-8,../examples/queens/8-8,queens8-8.ttl,queens.pddl,problem8-8.pddl,91.864139853, >1709, -,-,-,359,4224,64,
298,horn_planning,queens8-8,../examples/horn_dl_benchmarks/queens/original,TTL.owl,domain.pddl,problem8-8.pddl,1.026396212, >1799, -,-,-,-,-,-,-
299,om_planning,queens9-5,../examples/queens/9-5,queens9-5.ttl,queens.pddl,problem9-5.pddl,160.540525635,3.705115253,164.3343904,1,127,455,6723,81,
300,horn_planning,queens9-5,../examples/horn_dl_benchmarks/queens/original,TTL.owl,domain.pddl,problem9-5.pddl,0.883996596,13.860205729,14.756807037,1,127,-,-,-,-
301,om_planning,queens9-6,../examples/queens/9-6,queens9-6.ttl,queens.pddl,problem9-6.pddl,162.444840615,4.99729535,167.514322977,3,17693,455,6723,81,
302,horn_planning,queens9-6,../examples/horn_dl_benchmarks/queens/original,TTL.owl,domain.pddl,problem9-6.pddl,0.893121953,454.57797848,455.487894177,3,119462,-,-,-,-
303,om_planning,queens9-7,../examples/queens/9-7,queens9-7.ttl,queens.pddl,problem9-7.pddl,163.970998147,47.575952828,211.626535105,3,378825,455,6723,81,
304,horn_planning,queens9-7,../examples/horn_dl_benchmarks/queens/original,TTL.owl,domain.pddl,problem9-7.pddl,0.95225514,263.600750063,264.568152722,3,79614,-,-,-,-
305,om_planning,queens9-8,../examples/queens/9-8,queens9-8.ttl,queens.pddl,problem9-8.pddl,164.891158411, >1636, -,-,-,455,6723,81,
306,horn_planning,queens9-8,../examples/horn_dl_benchmarks/queens/original,TTL.owl,domain.pddl,problem9-8.pddl,0.925660216, >1800, -,-,-,-,-,-,-
307,om_planning,queens9-9,../examples/queens/9-9,queens9-9.ttl,queens.pddl,problem9-9.pddl,163.614765931, >1637, -,-,-,455,6723,81,
308,horn_planning,queens9-9,../examples/horn_dl_benchmarks/queens/original,TTL.owl,domain.pddl,problem9-9.pddl,0.944535373, >1800, -,-,-,-,-,-,-
309,om_planning,queens10-6,../examples/queens/10-6,queens10-6.ttl,queens.pddl,problem10-6.pddl,280.707189608,14.363112449,295.181707234,3,68032,563,10200,100,
310,horn_planning,queens10-6,../examples/horn_dl_benchmarks/queens/original,TTL.owl,domain.pddl,problem10-6.pddl,0.933903371,97.47497001,98.420820008,3,11859,-,-,-,-
311,om_planning,queens10-7,../examples/queens/10-7,queens10-7.ttl,queens.pddl,problem10-7.pddl,279.961462703,6.131891145,286.193859166,2,2821,563,10200,100,
312,horn_planning,queens10-7,../examples/horn_dl_benchmarks/queens/original,TTL.owl,domain.pddl,problem10-7.pddl,0.955746041,65.974663401,66.945511251,2,12063,-,-,-,-
313,om_planning,queens10-8,../examples/queens/10-8,queens10-8.ttl,queens.pddl,problem10-8.pddl,276.990810257,46.261602528,323.365156977,3,332755,563,10200,100,
314,horn_planning,queens10-8,../examples/horn_dl_benchmarks/queens/original,TTL.owl,domain.pddl,problem10-8.pddl,0.925070273,720.675354334,721.613200452,3,107270,-,-,-,-
315,om_planning,queens10-9,../examples/queens/10-9,queens10-9.ttl,queens.pddl,problem10-9.pddl,279.182042623, >1521, -,-,-,563,10200,100,
316,horn_planning,queens10-9,../examples/horn_dl_benchmarks/queens/original,TTL.owl,domain.pddl,problem10-9.pddl,0.959757661, >1800, -,-,-,-,-,-,-
317,om_planning,queens10-10,../examples/queens/10-10,queens10-10.ttl,queens.pddl,problem10-10.pddl,279.772731095, >1521, -,-,-,563,10200,100,
318,horn_planning,queens10-10,../examples/horn_dl_benchmarks/queens/original,TTL.owl,domain.pddl,problem10-10.pddl,0.989443628, >1800, -,-,-,-,-,-,-
359,om_planning,robotConj3,../examples/robotConj/3,TTL3.owl,robotDomain3.pddl,robotProblem3.pddl,16.430494811,0.161375826,16.673426147,3,15,60,20,20,
360,horn_planning,robotConj3,../examples/horn_dl_benchmarks/robotConj/original,TTL3.owl,robotDomain3.pddl,robotProblem3.pddl,0.833860454,0.155745497,1.001909674,3,16,-,-,-,-
361,om_planning,robotConj4,../examples/robotConj/4,TTL4.owl,robotDomain4.pddl,robotProblem4.pddl,36.506289711,0.206679127,36.84665381,5,68,80,26,26,
362,horn_planning,robotConj4,../examples/horn_dl_benchmarks/robotConj/original,TTL4.owl,robotDomain4.pddl,robotProblem4.pddl,0.854449749,0.171127195,1.040164534,5,68,-,-,-,-
363,om_planning,robotConj5,../examples/robotConj/5,TTL5.owl,robotDomain5.pddl,robotProblem5.pddl,87.477875436,0.213307124,87.881259126,7,184,100,32,32,
364,horn_planning,robotConj5,../examples/horn_dl_benchmarks/robotConj/original,TTL5.owl,robotDomain5.pddl,robotProblem5.pddl,0.875170097,0.182563671,1.071227711,7,190,-,-,-,-
365,om_planning,robotConj6,../examples/robotConj/6,TTL6.owl,robotDomain6.pddl,robotProblem6.pddl,419.073549081,0.204966809,419.608400905,9,405,120,38,38,
366,horn_planning,robotConj6,../examples/horn_dl_benchmarks/robotConj/original,TTL6.owl,robotDomain6.pddl,robotProblem6.pddl,0.839128155,0.206460969,1.058592846,9,418,-,-,-,-
367,om_planning,robotConj7,../examples/robotConj/7,TTL7.owl,robotDomain7.pddl,robotProblem7.pddl, >1800, -, -,-,-,140,44,44,
368,horn_planning,robotConj7,../examples/horn_dl_benchmarks/robotConj/original,TTL7.owl,robotDomain7.pddl,robotProblem7.pddl,1.282962627,0.197626103,1.496155266,11,784,-,-,-,-
369,om_planning,robotConj8,../examples/robotConj/8,TTL8.owl,robotDomain8.pddl,robotProblem8.pddl, >1800, -, -,-,-,160,50,50,
370,horn_planning,robotConj8,../examples/horn_dl_benchmarks/robotConj/original,TTL8.owl,robotDomain8.pddl,robotProblem8.pddl,1.217004545,0.2530881,1.483945714,13,1334,-,-,-,-
371,om_planning,robotConj9,../examples/robotConj/9,TTL9.owl,robotDomain9.pddl,robotProblem9.pddl, >1800, -, -,-,-,180,56,56,
372,horn_planning,robotConj9,../examples/horn_dl_benchmarks/robotConj/original,TTL9.owl,robotDomain9.pddl,robotProblem9.pddl,0.957431378,0.258124695,1.228399595,15,2107,-,-,-,-
373,om_planning,robotConj10,../examples/robotConj/10,TTL10.owl,robotDomain10.pddl,robotProblem10.pddl, >1800, -, -,-,-,200,62,62,
374,horn_planning,robotConj10,../examples/horn_dl_benchmarks/robotConj/original,TTL10.owl,robotDomain10.pddl,robotProblem10.pddl,1.029485752,0.282463541,1.32762472,17,3169,-,-,-,-
375,om_planning,robotConj11,../examples/robotConj/11,TTL11.owl,robotDomain11.pddl,robotProblem11.pddl, >1800, -, -,-,-,220,68,68,
376,horn_planning,robotConj11,../examples/horn_dl_benchmarks/robotConj/original,TTL11.owl,robotDomain11.pddl,robotProblem11.pddl,0.971357628,0.345922033,1.331199634,19,4567,-,-,-,-
377,om_planning,robotConj12,../examples/robotConj/12,TTL12.owl,robotDomain12.pddl,robotProblem12.pddl, >1800, -, -,-,-,240,74,74,
378,horn_planning,robotConj12,../examples/horn_dl_benchmarks/robotConj/original,TTL12.owl,robotDomain12.pddl,robotProblem12.pddl,1.240096583,0.313174066,1.566773319,21,6372,-,-,-,-
379,om_planning,robotConj13,../examples/robotConj/13,TTL13.owl,robotDomain13.pddl,robotProblem13.pddl, >1800, -, -,-,-,260,80,80,
380,horn_planning,robotConj13,../examples/horn_dl_benchmarks/robotConj/original,TTL13.owl,robotDomain13.pddl,robotProblem13.pddl,1.016390215,0.447802349,1.477630889,23,8650,-,-,-,-
381,om_planning,robotConj14,../examples/robotConj/14,TTL14.owl,robotDomain14.pddl,robotProblem14.pddl, >1800, -, -,-,-,280,86,86,
382,horn_planning,robotConj14,../examples/horn_dl_benchmarks/robotConj/original,TTL14.owl,robotDomain14.pddl,robotProblem14.pddl,1.023343085,0.515849988,1.553210579,25,11483,-,-,-,-
383,om_planning,robotConj15,../examples/robotConj/15,TTL15.owl,robotDomain15.pddl,robotProblem15.pddl, >1800, -, -,-,-,300,92,92,
384,horn_planning,robotConj15,../examples/horn_dl_benchmarks/robotConj/original,TTL15.owl,robotDomain15.pddl,robotProblem15.pddl,1.353705564,0.549997682,1.919190824,27,14936,-,-,-,-
385,om_planning,robotConj16,../examples/robotConj/16,TTL16.owl,robotDomain16.pddl,robotProblem16.pddl, >1800, -, -,-,-,320,98,98,
386,horn_planning,robotConj16,../examples/horn_dl_benchmarks/robotConj/original,TTL16.owl,robotDomain16.pddl,robotProblem16.pddl,1.367341516,0.651626642,2.033734553,29,19116,-,-,-,-
387,om_planning,robotConj17,../examples/robotConj/17,TTL17.owl,robotDomain17.pddl,robotProblem17.pddl, >1800, -, -,-,-,340,104,104,
388,horn_planning,robotConj17,../examples/horn_dl_benchmarks/robotConj/original,TTL17.owl,robotDomain17.pddl,robotProblem17.pddl,1.383971441,0.883707482,2.282026163,31,24096,-,-,-,-
389,om_planning,robotConj18,../examples/robotConj/18,TTL18.owl,robotDomain18.pddl,robotProblem18.pddl, >1800, -, -,-,-,360,110,110,
390,horn_planning,robotConj18,../examples/horn_dl_benchmarks/robotConj/original,TTL18.owl,robotDomain18.pddl,robotProblem18.pddl,1.435748655,0.88474326,2.336785118,33,29982,-,-,-,-
391,om_planning,robotConj19,../examples/robotConj/19,TTL19.owl,robotDomain19.pddl,robotProblem19.pddl, >1800, -, -,-,-,380,116,116,
392,horn_planning,robotConj19,../examples/horn_dl_benchmarks/robotConj/original,TTL19.owl,robotDomain19.pddl,robotProblem19.pddl,1.309959762,0.97678946,2.301544362,35,36872,-,-,-,-
393,om_planning,robotConj20,../examples/robotConj/20,TTL20.owl,robotDomain20.pddl,robotProblem20.pddl, >1800, -, -,-,-,400,122,122,
394,horn_planning,robotConj20,../examples/horn_dl_benchmarks/robotConj/original,TTL20.owl,robotDomain20.pddl,robotProblem20.pddl,1.114562262,1.066444258,2.196163043,37,44883,-,-,-,-
395,om_planning,robotConj21,../examples/robotConj/21,TTL21.owl,robotDomain21.pddl,robotProblem21.pddl, >1800, -, -,-,-,420,128,128,
396,horn_planning,robotConj21,../examples/horn_dl_benchmarks/robotConj/original,TTL21.owl,robotDomain21.pddl,robotProblem21.pddl,1.10385092,1.546483352,2.667218729,39,54106,-,-,-,-
397,om_planning,robotConj22,../examples/robotConj/22,TTL22.owl,robotDomain22.pddl,robotProblem22.pddl, >1800, -, -,-,-,440,134,134,
398,horn_planning,robotConj22,../examples/horn_dl_benchmarks/robotConj/original,TTL22.owl,robotDomain22.pddl,robotProblem22.pddl,1.106917275,1.485912947,2.606830339,41,64689,-,-,-,-
399,om_planning,blocksworld4-0,../examples/blocksworld/4-0,blocks.ttl,blocks.pddl,blocksProblem4-0.pddl,4.573426828,0.163736325,4.767255548,6,531,15,1,4,
400,om_planning,blocksworld4-1,../examples/blocksworld/4-1,blocks.ttl,blocks.pddl,blocksProblem4-1.pddl,4.602532783,0.175448534,4.806807098,8,129,15,1,4,
401,om_planning,blocksworld4-2,../examples/blocksworld/4-2,blocks.ttl,blocks.pddl,blocksProblem4-2.pddl,4.454578205,0.162830421,4.646984707,6,298,15,1,4,
402,om_planning,blocksworld5-0,../examples/blocksworld/5-0,blocks.ttl,blocks.pddl,blocksProblem5-0.pddl,4.778123549,0.166918865,4.976890788,10,2620,17,1,5,
403,om_planning,blocksworld5-1,../examples/blocksworld/5-1,blocks.ttl,blocks.pddl,blocksProblem5-1.pddl,4.811049449,0.166495581,5.00525946,8,2004,17,1,5,
404,om_planning,blocksworld5-2,../examples/blocksworld/5-2,blocks.ttl,blocks.pddl,blocksProblem5-2.pddl,4.537377357,0.562662484,5.131059653,16,146777,17,1,5,
405,om_planning,blocksworld6-0,../examples/blocksworld/6-0,blocks.ttl,blocks.pddl,blocksProblem6-0.pddl,4.764986616,0.372563372,5.16668041,12,69646,19,1,6,
406,om_planning,blocksworld6-1,../examples/blocksworld/6-1,blocks.ttl,blocks.pddl,blocksProblem6-1.pddl,4.71653795,1.036285589,5.786391355,10,263839,19,1,6,
407,om_planning,blocksworld6-2,../examples/blocksworld/6-2,blocks.ttl,blocks.pddl,blocksProblem6-2.pddl,4.843328906,6.157417358,11.030990675,18,2108345,19,1,6,
408,om_planning,blocksworld7-0,../examples/blocksworld/7-0,blocks.ttl,blocks.pddl,blocksProblem7-0.pddl,4.704823347,152.69797673,157.431376699,20,43742653,21,1,7,
409,om_planning,blocksworld7-1,../examples/blocksworld/7-1,blocks.ttl,blocks.pddl,blocksProblem7-1.pddl,4.917265567,232.292154956,237.238936308,18,62439365,21,1,7,
410,om_planning,blocksworld7-2,../examples/blocksworld/7-2,blocks.ttl,blocks.pddl,blocksProblem7-2.pddl,4.836000928,215.349191086,220.213278201,18,58454345,21,1,7,
