id,method,name,folder,ontology,domain,problem,reasoning_time,planning_time,total_time,plan_length,analyzed_states,ontology_axioms,hooks,fluents,repairs
111,om_planning,drones8-8,../examples/drones/8-8,drone8-8.ttl,drone.pddl,droneProblem8-8.pddl, >1800, -, -,-,-,532,8320,130,
113,om_planning,drones9-5,../examples/drones/9-5,drone9-5.ttl,drone.pddl,droneProblem9-5.pddl, >1800, -, -,-,-,669,13284,164,
115,om_planning,drones9-6,../examples/drones/9-6,drone9-6.ttl,drone.pddl,droneProblem9-6.pddl, >1800, -, -,-,-,670,13284,164,
117,om_planning,drones9-7,../examples/drones/9-7,drone9-7.ttl,drone.pddl,droneProblem9-7.pddl, >1800, -, -,-,-,668,13284,164,
119,om_planning,drones9-8,../examples/drones/9-8,drone9-8.ttl,drone.pddl,droneProblem9-8.pddl, >1800, -, -,-,-,669,13284,164,
121,om_planning,drones10-5,../examples/drones/10-5,drone10-5.ttl,drone.pddl,droneProblem10-5.pddl, >1800, -, -,-,-,821,20200,202,
123,om_planning,drones10-6,../examples/drones/10-6,drone10-6.ttl,drone.pddl,droneProblem10-6.pddl, >1800, -, -,-,-,823,20200,202,
125,om_planning,drones10-7,../examples/drones/10-7,drone10-7.ttl,drone.pddl,droneProblem10-7.pddl, >1800, -, -,-,-,824,20200,202,
127,om_planning,drones10-8,../examples/drones/10-8,drone10-8.ttl,drone.pddl,droneProblem10-8.pddl, >1800, -, -,-,-,823,20200,202,
259,om_planning,queens5-1,../examples/queens/5-1,queens5-1.ttl,queens.pddl,problem5-1.pddl,52.827831271,0.73019313,53.631579677,0,1,143,675,25,
261,om_planning,queens5-2,../examples/queens/5-2,queens5-2.ttl,queens.pddl,problem5-2.pddl,39.437554935,0.868748416,40.334964428, no plan,300,143,675,25,
263,om_planning,queens5-3,../examples/queens/5-3,queens5-3.ttl,queens.pddl,problem5-3.pddl,39.137106736,2.324099251,41.492534843, no plan,2300,143,675,25,
265,om_planning,queens5-4,../examples/queens/5-4,queens5-4.ttl,queens.pddl,problem5-4.pddl,39.205673287,9.956083955,49.192697907, no plan,12650,143,675,25,
267,om_planning,queens5-5,../examples/queens/5-5,queens5-5.ttl,queens.pddl,problem5-5.pddl,39.255755168,52.693902304,91.978604611, no plan,53130,143,675,25,
269,om_planning,queens6-2,../examples/queens/6-2,queens6-2.ttl,queens.pddl,problem6-2.pddl,105.184130256,2.443481485,107.658533673, no plan,630,203,1368,36,
271,om_planning,queens6-3,../examples/queens/6-3,queens6-3.ttl,queens.pddl,problem6-3.pddl,105.762919748,15.153696477,120.948777039, no plan,7140,203,1368,36,
273,om_planning,queens6-4,../examples/queens/6-4,queens6-4.ttl,queens.pddl,problem6-4.pddl,107.13089842,141.94779885,249.109953702, no plan,58905,203,1368,36,
275,om_planning,queens6-5,../examples/queens/6-5,queens6-5.ttl,queens.pddl,problem6-5.pddl,104.354767422,1064.337103774,1168.723358186, no plan,376992,203,1368,36,
277,om_planning,queens6-6,../examples/queens/6-6,queens6-6.ttl,queens.pddl,problem6-6.pddl,105.032266749, >1695, -,-,-,203,1368,36,
279,om_planning,queens7-3,../examples/queens/7-3,queens7-3.ttl,queens.pddl,problem7-3.pddl,275.089280802,91.569245529,366.692445138, no plan,18424,275,2499,49,
281,om_planning,queens7-4,../examples/queens/7-4,queens7-4.ttl,queens.pddl,problem7-4.pddl,275.553431201,1265.365793507,1540.957077943, no plan,211876,275,2499,49,
283,om_planning,queens7-5,../examples/queens/7-5,queens7-5.ttl,queens.pddl,problem7-5.pddl,273.693340918, >1527, -,-,-,275,2499,49,
285,om_planning,queens7-6,../examples/queens/7-6,queens7-6.ttl,queens.pddl,problem7-6.pddl,270.088149235, >1530, -,-,-,275,2499,49,
287,om_planning,queens7-7,../examples/queens/7-7,queens7-7.ttl,queens.pddl,problem7-7.pddl,272.256183572, >1528, -,-,-,275,2499,49,
289,om_planning,queens8-4,../examples/queens/8-4,queens8-4.ttl,queens.pddl,problem8-4.pddl,672.455590081, >1128, -,-,-,359,4224,64,
291,om_planning,queens8-5,../examples/queens/8-5,queens8-5.ttl,queens.pddl,problem8-5.pddl,663.708662083, >1137, -,-,-,359,4224,64,
293,om_planning,queens8-6,../examples/queens/8-6,queens8-6.ttl,queens.pddl,problem8-6.pddl,669.363586897, >1131, -,-,-,359,4224,64,
295,om_planning,queens8-7,../examples/queens/8-7,queens8-7.ttl,queens.pddl,problem8-7.pddl,670.603428986, >1130, -,-,-,359,4224,64,
297,om_planning,queens8-8,../examples/queens/8-8,queens8-8.ttl,queens.pddl,problem8-8.pddl,670.429774918, >1130, -,-,-,359,4224,64,
299,om_planning,queens9-5,../examples/queens/9-5,queens9-5.ttl,queens.pddl,problem9-5.pddl,1502.840042236, >298, -,-,-,455,6723,81,
301,om_planning,queens9-6,../examples/queens/9-6,queens9-6.ttl,queens.pddl,problem9-6.pddl,1511.715719006, >289, -,-,-,455,6723,81,
303,om_planning,queens9-7,../examples/queens/9-7,queens9-7.ttl,queens.pddl,problem9-7.pddl,1502.138769794, >298, -,-,-,455,6723,81,
305,om_planning,queens9-8,../examples/queens/9-8,queens9-8.ttl,queens.pddl,problem9-8.pddl,1493.392542004, >307, -,-,-,455,6723,81,
307,om_planning,queens9-9,../examples/queens/9-9,queens9-9.ttl,queens.pddl,problem9-9.pddl,1480.428822549, >320, -,-,-,455,6723,81,
309,om_planning,queens10-6,../examples/queens/10-6,queens10-6.ttl,queens.pddl,problem10-6.pddl, >1800, -, -,-,-,563,10200,100,
311,om_planning,queens10-7,../examples/queens/10-7,queens10-7.ttl,queens.pddl,problem10-7.pddl, >1800, -, -,-,-,563,10200,100,
313,om_planning,queens10-8,../examples/queens/10-8,queens10-8.ttl,queens.pddl,problem10-8.pddl, >1800, -, -,-,-,563,10200,100,
315,om_planning,queens10-9,../examples/queens/10-9,queens10-9.ttl,queens.pddl,problem10-9.pddl, >1800, -, -,-,-,563,10200,100,
317,om_planning,queens10-10,../examples/queens/10-10,queens10-10.ttl,queens.pddl,problem10-10.pddl, >1800, -, -,-,-,563,10200,100,
359,om_planning,robotConj3,../examples/robotConj/3,TTL3.owl,robotDomain3.pddl,robotProblem3.pddl,13.147336425,0.174474642,13.356005668,3,15,60,20,20,
361,om_planning,robotConj4,../examples/robotConj/4,TTL4.owl,robotDomain4.pddl,robotProblem4.pddl,25.822641653,0.187523034,26.044590357,5,68,80,26,26,
363,om_planning,robotConj5,../examples/robotConj/5,TTL5.owl,robotDomain5.pddl,robotProblem5.pddl,51.349838284,0.206112091,51.595445488,7,184,100,32,32,
365,om_planning,robotConj6,../examples/robotConj/6,TTL6.owl,robotDomain6.pddl,robotProblem6.pddl,128.285198289,0.219812796,128.549896265,9,405,120,38,38,
367,om_planning,robotConj7,../examples/robotConj/7,TTL7.owl,robotDomain7.pddl,robotProblem7.pddl,773.215082207,0.247249162,773.511695842,11,767,140,44,44,
369,om_planning,robotConj8,../examples/robotConj/8,TTL8.owl,robotDomain8.pddl,robotProblem8.pddl, >1800, -, -,-,-,160,50,50,
371,om_planning,robotConj9,../examples/robotConj/9,TTL9.owl,robotDomain9.pddl,robotProblem9.pddl, >1800, -, -,-,-,180,56,56,
373,om_planning,robotConj10,../examples/robotConj/10,TTL10.owl,robotDomain10.pddl,robotProblem10.pddl, >1800, -, -,-,-,200,62,62,
375,om_planning,robotConj11,../examples/robotConj/11,TTL11.owl,robotDomain11.pddl,robotProblem11.pddl, >1800, -, -,-,-,220,68,68,
377,om_planning,robotConj12,../examples/robotConj/12,TTL12.owl,robotDomain12.pddl,robotProblem12.pddl, >1800, -, -,-,-,240,74,74,
379,om_planning,robotConj13,../examples/robotConj/13,TTL13.owl,robotDomain13.pddl,robotProblem13.pddl, >1800, -, -,-,-,260,80,80,
381,om_planning,robotConj14,../examples/robotConj/14,TTL14.owl,robotDomain14.pddl,robotProblem14.pddl, >1800, -, -,-,-,280,86,86,
383,om_planning,robotConj15,../examples/robotConj/15,TTL15.owl,robotDomain15.pddl,robotProblem15.pddl, >1800, -, -,-,-,300,92,92,
385,om_planning,robotConj16,../examples/robotConj/16,TTL16.owl,robotDomain16.pddl,robotProblem16.pddl, >1800, -, -,-,-,320,98,98,
387,om_planning,robotConj17,../examples/robotConj/17,TTL17.owl,robotDomain17.pddl,robotProblem17.pddl, >1800, -, -,-,-,340,104,104,
389,om_planning,robotConj18,../examples/robotConj/18,TTL18.owl,robotDomain18.pddl,robotProblem18.pddl, >1800, -, -,-,-,360,110,110,
391,om_planning,robotConj19,../examples/robotConj/19,TTL19.owl,robotDomain19.pddl,robotProblem19.pddl, >1800, -, -,-,-,380,116,116,
393,om_planning,robotConj20,../examples/robotConj/20,TTL20.owl,robotDomain20.pddl,robotProblem20.pddl, >1800, -, -,-,-,400,122,122,
395,om_planning,robotConj21,../examples/robotConj/21,TTL21.owl,robotDomain21.pddl,robotProblem21.pddl, >1800, -, -,-,-,420,128,128,
397,om_planning,robotConj22,../examples/robotConj/22,TTL22.owl,robotDomain22.pddl,robotProblem22.pddl, >1800, -, -,-,-,440,134,134,
399,om_planning,blocksworld4-0,../examples/blocksworld/4-0,blocks.ttl,blocks.pddl,blocksProblem4-0.pddl,5.774401067,0.165707247,5.967060865,6,501,15,1,4,
400,om_planning,blocksworld4-1,../examples/blocksworld/4-1,blocks.ttl,blocks.pddl,blocksProblem4-1.pddl,4.756953172,0.159563354,4.946282363,8,556,15,1,4,
401,om_planning,blocksworld4-2,../examples/blocksworld/4-2,blocks.ttl,blocks.pddl,blocksProblem4-2.pddl,4.802591839,0.175824593,5.010754277,6,535,15,1,4,
402,om_planning,blocksworld5-0,../examples/blocksworld/5-0,blocks.ttl,blocks.pddl,blocksProblem5-0.pddl,5.02477841,0.213421378,5.27005875,10,11638,17,1,5,
403,om_planning,blocksworld5-1,../examples/blocksworld/5-1,blocks.ttl,blocks.pddl,blocksProblem5-1.pddl,4.83661848,0.191192293,5.054477741,8,5646,17,1,5,
404,om_planning,blocksworld5-2,../examples/blocksworld/5-2,blocks.ttl,blocks.pddl,blocksProblem5-2.pddl,4.840305676,0.897942132,5.767165574,14,229596,17,1,5,
405,om_planning,blocksworld6-0,../examples/blocksworld/6-0,blocks.ttl,blocks.pddl,blocksProblem6-0.pddl,5.137387292,1.459256085,6.62860473,12,373468,19,1,6,
406,om_planning,blocksworld6-1,../examples/blocksworld/6-1,blocks.ttl,blocks.pddl,blocksProblem6-1.pddl,5.31842421,1.542289651,6.891963955,10,414506,19,1,6,
407,om_planning,blocksworld6-2,../examples/blocksworld/6-2,blocks.ttl,blocks.pddl,blocksProblem6-2.pddl,5.302667296,3.215682461,8.549776343,14,846770,19,1,6,
408,om_planning,blocksworld7-0,../examples/blocksworld/7-0,blocks.ttl,blocks.pddl,blocksProblem7-0.pddl,5.46322696,167.002203435,172.497290979,17,36450217,21,1,7,
409,om_planning,blocksworld7-1,../examples/blocksworld/7-1,blocks.ttl,blocks.pddl,blocksProblem7-1.pddl,5.865956567,476.600929179,482.500657182,16,108824509,21,1,7,
410,om_planning,blocksworld7-2,../examples/blocksworld/7-2,blocks.ttl,blocks.pddl,blocksProblem7-2.pddl,5.819301452,110.302270805,116.156022214,15,25344189,21,1,7,
411,om_planning,blocksworld8-0,../examples/blocksworld/8-0,blocks.ttl,blocks.pddl,blocksProblem8-0.pddl,6.066992657,484.566071198,490.666194736,14,100161737,23,1,8,
412,om_planning,blocksworld8-1,../examples/blocksworld/8-1,blocks.ttl,blocks.pddl,blocksProblem8-1.pddl,5.937248573,ERROR,-,-,,23,1,8,
413,om_planning,blocksworld8-2,../examples/blocksworld/8-2,blocks.ttl,blocks.pddl,blocksProblem8-2.pddl,7.432546202,1555.576205756,1563.074029031,14,339294107,23,1,8,
414,om_planning,blocksworld9-0,../examples/blocksworld/9-0,blocks.ttl,blocks.pddl,blocksProblem9-0.pddl,7.566804877, >1793, -,-,-,25,1,9,
415,om_planning,blocksworld9-1,../examples/blocksworld/9-1,blocks.ttl,blocks.pddl,blocksProblem9-1.pddl,7.61920298,ERROR,-,,,25,1,9,
416,om_planning,blocksworld9-2,../examples/blocksworld/9-2,blocks.ttl,blocks.pddl,blocksProblem9-2.pddl,7.830865345,ERROR,-,,,25,1,9,
417,om_planning,blocksworld10-0,../examples/blocksworld/10-0,blocks.ttl,blocks.pddl,blocksProblem10-0.pddl,8.263910523,ERROR,-,,,27,1,10,
418,om_planning,blocksworld10-1,../examples/blocksworld/10-1,blocks.ttl,blocks.pddl,blocksProblem10-1.pddl,7.984935514,ERROR,-,,,27,1,10,
419,om_planning,blocksworld10-2,../examples/blocksworld/10-2,blocks.ttl,blocks.pddl,blocksProblem10-2.pddl,8.081015389,ERROR,-,,,27,1,10,
420,om_planning,pipesA-4,../examples/pipes/A-4,pipesA-4.ttl,pipes.pddl,pipesProblemA-4.pddl,14.855026944,0.445068999,15.365992237, no plan,192,163,16,33,
422,om_planning,pipesA-5,../examples/pipes/A-5,pipesA-5.ttl,pipes.pddl,pipesProblemA-5.pddl,31.369657884,0.481475656,31.883146486,20,72689,225,28,54,
424,om_planning,pipesA-6,../examples/pipes/A-6,pipesA-6.ttl,pipes.pddl,pipesProblemA-6.pddl,82.80118371,3.214424092,86.050408914,21,602413,288,45,76,
426,om_planning,pipesA-7,../examples/pipes/A-7,pipesA-7.ttl,pipes.pddl,pipesProblemA-7.pddl,161.462273616,6.684404493,168.181281875,21,1179859,353,59,104,
428,om_planning,pipesA-8,../examples/pipes/A-8,pipesA-8.ttl,pipes.pddl,pipesProblemA-8.pddl,388.357169729,42.828570463,431.223298615,21,7548522,434,74,134,
430,om_planning,pipesA-9,../examples/pipes/A-9,pipesA-9.ttl,pipes.pddl,pipesProblemA-9.pddl,869.129078555,102.958443733,972.128228921,21,17297553,535,92,169,
432,om_planning,pipesA-10,../examples/pipes/A-10,pipesA-10.ttl,pipes.pddl,pipesProblemA-10.pddl, >1800, -, -,-,-,623,111,207,
434,om_planning,pipesB-4,../examples/pipes/B-4,pipesB-4.ttl,pipes.pddl,pipesProblemB-4.pddl,13.945203001,0.188000674,14.173253976,11,447,161,20,33,
436,om_planning,pipesB-5,../examples/pipes/B-5,pipesB-5.ttl,pipes.pddl,pipesProblemB-5.pddl,30.293917754,0.178810837,30.502494357,13,1471,209,29,53,
438,om_planning,pipesB-6,../examples/pipes/B-6,pipesB-6.ttl,pipes.pddl,pipesProblemB-6.pddl,61.865522793,0.225178763,62.126841367,14,6673,271,41,75,
440,om_planning,pipesB-7,../examples/pipes/B-7,pipesB-7.ttl,pipes.pddl,pipesProblemB-7.pddl,91.911949347,159.170767789,251.121015484,32,22688859,357,54,103,
442,om_planning,pipesB-8,../examples/pipes/B-8,pipesB-8.ttl,pipes.pddl,pipesProblemB-8.pddl,339.821174455,1260.838782826,1600.700028299,33,176768579,442,71,133,
444,om_planning,pipesB-9,../examples/pipes/B-9,pipesB-9.ttl,pipes.pddl,pipesProblemB-9.pddl,702.473454506, >1098, -,-,-,537,88,168,
446,om_planning,pipesB-10,../examples/pipes/B-10,pipesB-10.ttl,pipes.pddl,pipesProblemB-10.pddl,1348.451288502, >452, -,-,-,619,110,206,
448,om_planning,pipesC-4,../examples/pipes/C-4,pipesC-4.ttl,pipes.pddl,pipesProblemC-4.pddl,12.673988947,0.154993868,12.86037719,12,213,152,16,34,
450,om_planning,pipesC-5,../examples/pipes/C-5,pipesC-5.ttl,pipes.pddl,pipesProblemC-5.pddl,34.367729823,0.193542143,34.59526925,15,2250,209,26,52,
452,om_planning,pipesC-6,../examples/pipes/C-6,pipesC-6.ttl,pipes.pddl,pipesProblemC-6.pddl,71.457426824,0.241845338,71.731924767, no plan,16384,269,37,75,
454,om_planning,pipesC-7,../examples/pipes/C-7,pipesC-7.ttl,pipes.pddl,pipesProblemC-7.pddl,164.352130692,0.405532672,164.795095765, no plan,40960,331,50,102,
456,om_planning,pipesC-8,../examples/pipes/C-8,pipesC-8.ttl,pipes.pddl,pipesProblemC-8.pddl,402.815025787,1.183920728,404.036358799, no plan,229376,399,65,132,
458,om_planning,pipesC-9,../examples/pipes/C-9,pipesC-9.ttl,pipes.pddl,pipesProblemC-9.pddl,1337.540267426,2.785722214,1340.366346589, no plan,581632,479,82,166,
460,om_planning,pipesC-10,../examples/pipes/C-10,pipesC-10.ttl,pipes.pddl,pipesProblemC-10.pddl, >1800, -, -,-,-,560,101,204,
