# fluent definitions for robot example
PREFIX robot: <http://www.semanticweb.org/anon/ontologies/2021/3/>

OBJECT thing robot  -> robot:robot
PREDICATE AboveOf67(thing)  -> robot:AboveOf67
PREDICATE AboveOf68(thing)  -> robot:AboveOf68
PREDICATE AboveOf69(thing)  -> robot:AboveOf69
PREDICATE AboveOf7(thing)  -> robot:AboveOf7
PREDICATE AboveOf8(thing)  -> robot:AboveOf8
PREDICATE AboveOf9(thing)  -> robot:AboveOf9
PREDICATE BelowOf1(thing)  -> robot:BelowOf1
PREDICATE BelowOf10(thing)  -> robot:BelowOf10
PREDICATE BelowOf11(thing)  -> robot:BelowOf11
PREDICATE BelowOf12(thing)  -> robot:BelowOf12
PREDICATE BelowOf13(thing)  -> robot:BelowOf13
PREDICATE BelowOf14(thing)  -> robot:BelowOf14
PREDICATE BelowOf15(thing)  -> robot:BelowOf15
PREDICATE BelowOf16(thing)  -> robot:BelowOf16
PREDICATE BelowOf17(thing)  -> robot:BelowOf17
PREDICATE BelowOf18(thing)  -> robot:BelowOf18
PREDICATE BelowOf19(thing)  -> robot:BelowOf19
PREDICATE BelowOf2(thing)  -> robot:BelowOf2
PREDICATE BelowOf20(thing)  -> robot:BelowOf20
PREDICATE BelowOf21(thing)  -> robot:BelowOf21
PREDICATE BelowOf22(thing)  -> robot:BelowOf22
PREDICATE BelowOf23(thing)  -> robot:BelowOf23
PREDICATE BelowOf24(thing)  -> robot:BelowOf24
PREDICATE BelowOf25(thing)  -> robot:BelowOf25
PREDICATE BelowOf26(thing)  -> robot:BelowOf26
PREDICATE BelowOf27(thing)  -> robot:BelowOf27
PREDICATE BelowOf28(thing)  -> robot:BelowOf28
PREDICATE BelowOf29(thing)  -> robot:BelowOf29
PREDICATE BelowOf3(thing)  -> robot:BelowOf3
PREDICATE BelowOf30(thing)  -> robot:BelowOf30
PREDICATE BelowOf31(thing)  -> robot:BelowOf31
PREDICATE BelowOf32(thing)  -> robot:BelowOf32
PREDICATE BelowOf33(thing)  -> robot:BelowOf33
PREDICATE BelowOf34(thing)  -> robot:BelowOf34
PREDICATE BelowOf35(thing)  -> robot:BelowOf35
PREDICATE BelowOf36(thing)  -> robot:BelowOf36
PREDICATE BelowOf37(thing)  -> robot:BelowOf37
PREDICATE BelowOf38(thing)  -> robot:BelowOf38
PREDICATE BelowOf39(thing)  -> robot:BelowOf39
PREDICATE BelowOf4(thing)  -> robot:BelowOf4
PREDICATE BelowOf40(thing)  -> robot:BelowOf40
PREDICATE BelowOf41(thing)  -> robot:BelowOf41
PREDICATE BelowOf42(thing)  -> robot:BelowOf42
PREDICATE BelowOf43(thing)  -> robot:BelowOf43
PREDICATE BelowOf44(thing)  -> robot:BelowOf44
PREDICATE BelowOf45(thing)  -> robot:BelowOf45
PREDICATE BelowOf46(thing)  -> robot:BelowOf46
PREDICATE BelowOf47(thing)  -> robot:BelowOf47
PREDICATE BelowOf48(thing)  -> robot:BelowOf48
PREDICATE BelowOf49(thing)  -> robot:BelowOf49
PREDICATE BelowOf5(thing)  -> robot:BelowOf5
PREDICATE BelowOf50(thing)  -> robot:BelowOf50
PREDICATE BelowOf51(thing)  -> robot:BelowOf51
PREDICATE BelowOf52(thing)  -> robot:BelowOf52
PREDICATE BelowOf53(thing)  -> robot:BelowOf53
PREDICATE BelowOf54(thing)  -> robot:BelowOf54
PREDICATE BelowOf55(thing)  -> robot:BelowOf55
PREDICATE BelowOf56(thing)  -> robot:BelowOf56
PREDICATE BelowOf57(thing)  -> robot:BelowOf57
PREDICATE BelowOf58(thing)  -> robot:BelowOf58
PREDICATE BelowOf59(thing)  -> robot:BelowOf59
PREDICATE BelowOf6(thing)  -> robot:BelowOf6
PREDICATE BelowOf60(thing)  -> robot:BelowOf60
PREDICATE BelowOf61(thing)  -> robot:BelowOf61
PREDICATE BelowOf62(thing)  -> robot:BelowOf62
PREDICATE BelowOf63(thing)  -> robot:BelowOf63
PREDICATE BelowOf64(thing)  -> robot:BelowOf64
PREDICATE BelowOf65(thing)  -> robot:BelowOf65
PREDICATE BelowOf66(thing)  -> robot:BelowOf66
PREDICATE BelowOf67(thing)  -> robot:BelowOf67
PREDICATE BelowOf68(thing)  -> robot:BelowOf68
PREDICATE BelowOf69(thing)  -> robot:BelowOf69
PREDICATE BelowOf7(thing)  -> robot:BelowOf7
PREDICATE BelowOf70(thing)  -> robot:BelowOf70
PREDICATE BelowOf8(thing)  -> robot:BelowOf8
PREDICATE BelowOf9(thing)  -> robot:BelowOf9
PREDICATE Column0(thing)  -> robot:Column0
PREDICATE Column1(thing)  -> robot:Column1
PREDICATE Column10(thing)  -> robot:Column10
PREDICATE Column11(thing)  -> robot:Column11
PREDICATE Column12(thing)  -> robot:Column12
PREDICATE Column13(thing)  -> robot:Column13
PREDICATE Column14(thing)  -> robot:Column14
PREDICATE Column15(thing)  -> robot:Column15
PREDICATE Column16(thing)  -> robot:Column16
PREDICATE Column17(thing)  -> robot:Column17
PREDICATE Column18(thing)  -> robot:Column18
PREDICATE Column19(thing)  -> robot:Column19
PREDICATE Column2(thing)  -> robot:Column2
PREDICATE Column20(thing)  -> robot:Column20
PREDICATE Column21(thing)  -> robot:Column21
PREDICATE Column22(thing)  -> robot:Column22
PREDICATE Column23(thing)  -> robot:Column23
PREDICATE Column24(thing)  -> robot:Column24
PREDICATE Column25(thing)  -> robot:Column25
PREDICATE Column26(thing)  -> robot:Column26
PREDICATE Column27(thing)  -> robot:Column27
PREDICATE Column28(thing)  -> robot:Column28
PREDICATE Column29(thing)  -> robot:Column29
PREDICATE Column3(thing)  -> robot:Column3
PREDICATE Column30(thing)  -> robot:Column30
PREDICATE Column31(thing)  -> robot:Column31
PREDICATE Column32(thing)  -> robot:Column32
PREDICATE Column33(thing)  -> robot:Column33
PREDICATE Column34(thing)  -> robot:Column34
PREDICATE Column35(thing)  -> robot:Column35
PREDICATE Column36(thing)  -> robot:Column36
PREDICATE Column37(thing)  -> robot:Column37
PREDICATE Column38(thing)  -> robot:Column38
PREDICATE Column39(thing)  -> robot:Column39
PREDICATE Column4(thing)  -> robot:Column4
PREDICATE Column40(thing)  -> robot:Column40
PREDICATE Column41(thing)  -> robot:Column41
PREDICATE Column42(thing)  -> robot:Column42
PREDICATE Column43(thing)  -> robot:Column43
PREDICATE Column44(thing)  -> robot:Column44
PREDICATE Column45(thing)  -> robot:Column45
PREDICATE Column46(thing)  -> robot:Column46
PREDICATE Column47(thing)  -> robot:Column47
PREDICATE Column48(thing)  -> robot:Column48
PREDICATE Column49(thing)  -> robot:Column49
PREDICATE Column5(thing)  -> robot:Column5
PREDICATE Column50(thing)  -> robot:Column50
PREDICATE Column51(thing)  -> robot:Column51
PREDICATE Column52(thing)  -> robot:Column52
PREDICATE Column53(thing)  -> robot:Column53
PREDICATE Column54(thing)  -> robot:Column54
PREDICATE Column55(thing)  -> robot:Column55
PREDICATE Column56(thing)  -> robot:Column56
PREDICATE Column57(thing)  -> robot:Column57
PREDICATE Column58(thing)  -> robot:Column58
PREDICATE Column59(thing)  -> robot:Column59
PREDICATE Column6(thing)  -> robot:Column6
PREDICATE Column60(thing)  -> robot:Column60
PREDICATE Column61(thing)  -> robot:Column61
PREDICATE Column62(thing)  -> robot:Column62
PREDICATE Column63(thing)  -> robot:Column63
PREDICATE Column64(thing)  -> robot:Column64
PREDICATE Column65(thing)  -> robot:Column65
PREDICATE Column66(thing)  -> robot:Column66
PREDICATE Column67(thing)  -> robot:Column67
PREDICATE Column68(thing)  -> robot:Column68
PREDICATE Column69(thing)  -> robot:Column69
PREDICATE Column7(thing)  -> robot:Column7
PREDICATE Column8(thing)  -> robot:Column8
PREDICATE Column9(thing)  -> robot:Column9
PREDICATE Columns(thing)  -> robot:Columns
PREDICATE LeftOf1(thing)  -> robot:LeftOf1
PREDICATE LeftOf10(thing)  -> robot:LeftOf10
PREDICATE LeftOf11(thing)  -> robot:LeftOf11
PREDICATE LeftOf12(thing)  -> robot:LeftOf12
PREDICATE LeftOf13(thing)  -> robot:LeftOf13
PREDICATE LeftOf14(thing)  -> robot:LeftOf14
PREDICATE LeftOf15(thing)  -> robot:LeftOf15
PREDICATE LeftOf16(thing)  -> robot:LeftOf16
PREDICATE LeftOf17(thing)  -> robot:LeftOf17
PREDICATE LeftOf18(thing)  -> robot:LeftOf18
PREDICATE LeftOf19(thing)  -> robot:LeftOf19
PREDICATE LeftOf2(thing)  -> robot:LeftOf2
PREDICATE LeftOf20(thing)  -> robot:LeftOf20
PREDICATE LeftOf21(thing)  -> robot:LeftOf21
PREDICATE LeftOf22(thing)  -> robot:LeftOf22
PREDICATE LeftOf23(thing)  -> robot:LeftOf23
PREDICATE LeftOf24(thing)  -> robot:LeftOf24
PREDICATE LeftOf25(thing)  -> robot:LeftOf25
PREDICATE LeftOf26(thing)  -> robot:LeftOf26
PREDICATE LeftOf27(thing)  -> robot:LeftOf27
PREDICATE LeftOf28(thing)  -> robot:LeftOf28
PREDICATE LeftOf29(thing)  -> robot:LeftOf29
PREDICATE LeftOf3(thing)  -> robot:LeftOf3
PREDICATE LeftOf30(thing)  -> robot:LeftOf30
PREDICATE LeftOf31(thing)  -> robot:LeftOf31
PREDICATE LeftOf32(thing)  -> robot:LeftOf32
PREDICATE LeftOf33(thing)  -> robot:LeftOf33
PREDICATE LeftOf34(thing)  -> robot:LeftOf34
PREDICATE LeftOf35(thing)  -> robot:LeftOf35
PREDICATE LeftOf36(thing)  -> robot:LeftOf36
PREDICATE LeftOf37(thing)  -> robot:LeftOf37
PREDICATE LeftOf38(thing)  -> robot:LeftOf38
PREDICATE LeftOf39(thing)  -> robot:LeftOf39
PREDICATE LeftOf4(thing)  -> robot:LeftOf4
PREDICATE LeftOf40(thing)  -> robot:LeftOf40
PREDICATE LeftOf41(thing)  -> robot:LeftOf41
PREDICATE LeftOf42(thing)  -> robot:LeftOf42
PREDICATE LeftOf43(thing)  -> robot:LeftOf43
PREDICATE LeftOf44(thing)  -> robot:LeftOf44
PREDICATE LeftOf45(thing)  -> robot:LeftOf45
PREDICATE LeftOf46(thing)  -> robot:LeftOf46
PREDICATE LeftOf47(thing)  -> robot:LeftOf47
PREDICATE LeftOf48(thing)  -> robot:LeftOf48
PREDICATE LeftOf49(thing)  -> robot:LeftOf49
PREDICATE LeftOf5(thing)  -> robot:LeftOf5
PREDICATE LeftOf50(thing)  -> robot:LeftOf50
PREDICATE LeftOf51(thing)  -> robot:LeftOf51
PREDICATE LeftOf52(thing)  -> robot:LeftOf52
PREDICATE LeftOf53(thing)  -> robot:LeftOf53
PREDICATE LeftOf54(thing)  -> robot:LeftOf54
PREDICATE LeftOf55(thing)  -> robot:LeftOf55
PREDICATE LeftOf56(thing)  -> robot:LeftOf56
PREDICATE LeftOf57(thing)  -> robot:LeftOf57
PREDICATE LeftOf58(thing)  -> robot:LeftOf58
PREDICATE LeftOf59(thing)  -> robot:LeftOf59
PREDICATE LeftOf6(thing)  -> robot:LeftOf6
PREDICATE LeftOf60(thing)  -> robot:LeftOf60
PREDICATE LeftOf61(thing)  -> robot:LeftOf61
PREDICATE LeftOf62(thing)  -> robot:LeftOf62
PREDICATE LeftOf63(thing)  -> robot:LeftOf63
PREDICATE LeftOf64(thing)  -> robot:LeftOf64
PREDICATE LeftOf65(thing)  -> robot:LeftOf65
PREDICATE LeftOf66(thing)  -> robot:LeftOf66
PREDICATE LeftOf67(thing)  -> robot:LeftOf67
PREDICATE LeftOf68(thing)  -> robot:LeftOf68
PREDICATE LeftOf69(thing)  -> robot:LeftOf69
PREDICATE LeftOf7(thing)  -> robot:LeftOf7
PREDICATE LeftOf70(thing)  -> robot:LeftOf70
PREDICATE LeftOf8(thing)  -> robot:LeftOf8
PREDICATE LeftOf9(thing)  -> robot:LeftOf9
PREDICATE RightOf0(thing)  -> robot:RightOf0
PREDICATE RightOf1(thing)  -> robot:RightOf1
PREDICATE RightOf10(thing)  -> robot:RightOf10
PREDICATE RightOf11(thing)  -> robot:RightOf11
PREDICATE RightOf12(thing)  -> robot:RightOf12
PREDICATE RightOf13(thing)  -> robot:RightOf13
PREDICATE RightOf14(thing)  -> robot:RightOf14
PREDICATE RightOf15(thing)  -> robot:RightOf15
PREDICATE RightOf16(thing)  -> robot:RightOf16
PREDICATE RightOf17(thing)  -> robot:RightOf17
PREDICATE RightOf18(thing)  -> robot:RightOf18
PREDICATE RightOf19(thing)  -> robot:RightOf19
PREDICATE RightOf2(thing)  -> robot:RightOf2
PREDICATE RightOf20(thing)  -> robot:RightOf20
PREDICATE RightOf21(thing)  -> robot:RightOf21
PREDICATE RightOf22(thing)  -> robot:RightOf22
PREDICATE RightOf23(thing)  -> robot:RightOf23
PREDICATE RightOf24(thing)  -> robot:RightOf24
PREDICATE RightOf25(thing)  -> robot:RightOf25
PREDICATE RightOf26(thing)  -> robot:RightOf26
PREDICATE RightOf27(thing)  -> robot:RightOf27
PREDICATE RightOf28(thing)  -> robot:RightOf28
PREDICATE RightOf29(thing)  -> robot:RightOf29
PREDICATE RightOf3(thing)  -> robot:RightOf3
PREDICATE RightOf30(thing)  -> robot:RightOf30
PREDICATE RightOf31(thing)  -> robot:RightOf31
PREDICATE RightOf32(thing)  -> robot:RightOf32
PREDICATE RightOf33(thing)  -> robot:RightOf33
PREDICATE RightOf34(thing)  -> robot:RightOf34
PREDICATE RightOf35(thing)  -> robot:RightOf35
PREDICATE RightOf36(thing)  -> robot:RightOf36
PREDICATE RightOf37(thing)  -> robot:RightOf37
PREDICATE RightOf38(thing)  -> robot:RightOf38
PREDICATE RightOf39(thing)  -> robot:RightOf39
PREDICATE RightOf4(thing)  -> robot:RightOf4
PREDICATE RightOf40(thing)  -> robot:RightOf40
PREDICATE RightOf41(thing)  -> robot:RightOf41
PREDICATE RightOf42(thing)  -> robot:RightOf42
PREDICATE RightOf43(thing)  -> robot:RightOf43
PREDICATE RightOf44(thing)  -> robot:RightOf44
PREDICATE RightOf45(thing)  -> robot:RightOf45
PREDICATE RightOf46(thing)  -> robot:RightOf46
PREDICATE RightOf47(thing)  -> robot:RightOf47
PREDICATE RightOf48(thing)  -> robot:RightOf48
PREDICATE RightOf49(thing)  -> robot:RightOf49
PREDICATE RightOf5(thing)  -> robot:RightOf5
PREDICATE RightOf50(thing)  -> robot:RightOf50
PREDICATE RightOf51(thing)  -> robot:RightOf51
PREDICATE RightOf52(thing)  -> robot:RightOf52
PREDICATE RightOf53(thing)  -> robot:RightOf53
PREDICATE RightOf54(thing)  -> robot:RightOf54
PREDICATE RightOf55(thing)  -> robot:RightOf55
PREDICATE RightOf56(thing)  -> robot:RightOf56
PREDICATE RightOf57(thing)  -> robot:RightOf57
PREDICATE RightOf58(thing)  -> robot:RightOf58
PREDICATE RightOf59(thing)  -> robot:RightOf59
PREDICATE RightOf6(thing)  -> robot:RightOf6
PREDICATE RightOf60(thing)  -> robot:RightOf60
PREDICATE RightOf61(thing)  -> robot:RightOf61
PREDICATE RightOf62(thing)  -> robot:RightOf62
PREDICATE RightOf63(thing)  -> robot:RightOf63
PREDICATE RightOf64(thing)  -> robot:RightOf64
PREDICATE RightOf65(thing)  -> robot:RightOf65
PREDICATE RightOf66(thing)  -> robot:RightOf66
PREDICATE RightOf67(thing)  -> robot:RightOf67
PREDICATE RightOf68(thing)  -> robot:RightOf68
PREDICATE RightOf69(thing)  -> robot:RightOf69
PREDICATE RightOf7(thing)  -> robot:RightOf7
PREDICATE RightOf8(thing)  -> robot:RightOf8
PREDICATE RightOf9(thing)  -> robot:RightOf9
PREDICATE Row0(thing)  -> robot:Row0
PREDICATE Row1(thing)  -> robot:Row1
PREDICATE Row10(thing)  -> robot:Row10
PREDICATE Row11(thing)  -> robot:Row11
PREDICATE Row12(thing)  -> robot:Row12
PREDICATE Row13(thing)  -> robot:Row13
PREDICATE Row14(thing)  -> robot:Row14
PREDICATE Row15(thing)  -> robot:Row15
PREDICATE Row16(thing)  -> robot:Row16
PREDICATE Row17(thing)  -> robot:Row17
PREDICATE Row18(thing)  -> robot:Row18
PREDICATE Row19(thing)  -> robot:Row19
PREDICATE Row2(thing)  -> robot:Row2
PREDICATE Row20(thing)  -> robot:Row20
PREDICATE Row21(thing)  -> robot:Row21
PREDICATE Row22(thing)  -> robot:Row22
PREDICATE Row23(thing)  -> robot:Row23
PREDICATE Row24(thing)  -> robot:Row24
PREDICATE Row25(thing)  -> robot:Row25
PREDICATE Row26(thing)  -> robot:Row26
PREDICATE Row27(thing)  -> robot:Row27
PREDICATE Row28(thing)  -> robot:Row28
PREDICATE Row29(thing)  -> robot:Row29
PREDICATE Row3(thing)  -> robot:Row3
PREDICATE Row30(thing)  -> robot:Row30
PREDICATE Row31(thing)  -> robot:Row31
PREDICATE Row32(thing)  -> robot:Row32
PREDICATE Row33(thing)  -> robot:Row33
PREDICATE Row34(thing)  -> robot:Row34
PREDICATE Row35(thing)  -> robot:Row35
PREDICATE Row36(thing)  -> robot:Row36
PREDICATE Row37(thing)  -> robot:Row37
PREDICATE Row38(thing)  -> robot:Row38
PREDICATE Row39(thing)  -> robot:Row39
PREDICATE Row4(thing)  -> robot:Row4
PREDICATE Row40(thing)  -> robot:Row40
PREDICATE Row41(thing)  -> robot:Row41
PREDICATE Row42(thing)  -> robot:Row42
PREDICATE Row43(thing)  -> robot:Row43
PREDICATE Row44(thing)  -> robot:Row44
PREDICATE Row45(thing)  -> robot:Row45
PREDICATE Row46(thing)  -> robot:Row46
PREDICATE Row47(thing)  -> robot:Row47
PREDICATE Row48(thing)  -> robot:Row48
PREDICATE Row49(thing)  -> robot:Row49
PREDICATE Row5(thing)  -> robot:Row5
PREDICATE Row50(thing)  -> robot:Row50
PREDICATE Row51(thing)  -> robot:Row51
PREDICATE Row52(thing)  -> robot:Row52
PREDICATE Row53(thing)  -> robot:Row53
PREDICATE Row54(thing)  -> robot:Row54
PREDICATE Row55(thing)  -> robot:Row55
PREDICATE Row56(thing)  -> robot:Row56
PREDICATE Row57(thing)  -> robot:Row57
PREDICATE Row58(thing)  -> robot:Row58
PREDICATE Row59(thing)  -> robot:Row59
PREDICATE Row6(thing)  -> robot:Row6
PREDICATE Row60(thing)  -> robot:Row60
PREDICATE Row61(thing)  -> robot:Row61
PREDICATE Row62(thing)  -> robot:Row62
PREDICATE Row63(thing)  -> robot:Row63
PREDICATE Row64(thing)  -> robot:Row64
PREDICATE Row65(thing)  -> robot:Row65
PREDICATE Row66(thing)  -> robot:Row66
PREDICATE Row67(thing)  -> robot:Row67
PREDICATE Row68(thing)  -> robot:Row68
PREDICATE Row69(thing)  -> robot:Row69
PREDICATE Row7(thing)  -> robot:Row7
PREDICATE Row8(thing)  -> robot:Row8
PREDICATE Row9(thing)  -> robot:Row9
PREDICATE Rows(thing)  -> robot:Rows
